2024-11-03 00:27:54,4,1,0.01262807846069336,0,NVIDIA GeForce RTX 3070,4.0%,4895.0,3077.0,8192.0,33.0
2024-11-03 00:27:54,3,1,0.013698339462280273,0,NVIDIA GeForce GTX 1070,20.0%,7707.0,404.0,8192.0,48.0
2024-11-03 00:27:55,1,1,0.012766599655151367,0,NVIDIA GeForce RTX 3070,3.0%,7496.0,477.0,8192.0,48.0
2024-11-03 00:27:55,2,1,0.013179302215576172,0,NVIDIA GeForce RTX 3070,3.0%,7496.0,477.0,8192.0,41.0
2024-11-03 00:27:56,0,1,0.03188657760620117,0,Tesla P4,0.0%,7180.0,426.0,7680.0,42.0
2024-11-03 00:27:56,0,2,0.0003190040588378906,0,Tesla P4,2.0%,7012.0,594.0,7680.0,43.0
2024-11-03 00:27:56,2,2,0.0002665519714355469,0,NVIDIA GeForce RTX 3070,21.0%,7296.0,677.0,8192.0,41.0
2024-11-03 00:27:56,4,2,0.0002086162567138672,0,NVIDIA GeForce RTX 3070,20.0%,4695.0,3277.0,8192.0,33.0
2024-11-03 00:27:56,1,2,0.00021839141845703125,0,NVIDIA GeForce RTX 3070,22.0%,7296.0,677.0,8192.0,48.0
2024-11-03 00:27:56,3,2,0.00025153160095214844,0,NVIDIA GeForce GTX 1070,0.0%,7553.0,558.0,8192.0,49.0
2024-11-03 00:27:56,3,3,6.365776062011719e-05,0,NVIDIA GeForce GTX 1070,51.0%,7553.0,558.0,8192.0,49.0
2024-11-03 00:27:56,1,3,0.00010538101196289062,0,NVIDIA GeForce RTX 3070,22.0%,7296.0,677.0,8192.0,49.0
2024-11-03 00:27:56,4,3,9.894371032714844e-05,0,NVIDIA GeForce RTX 3070,20.0%,4695.0,3277.0,8192.0,33.0
2024-11-03 00:27:56,0,3,0.00014662742614746094,0,Tesla P4,94.0%,7012.0,594.0,7680.0,43.0
2024-11-03 00:27:56,2,3,0.00014781951904296875,0,NVIDIA GeForce RTX 3070,21.0%,7296.0,677.0,8192.0,41.0
2024-11-03 00:27:56,4,4,7.224082946777344e-05,0,NVIDIA GeForce RTX 3070,47.0%,4695.0,3277.0,8192.0,35.0
2024-11-03 00:27:57,1,4,9.465217590332031e-05,0,NVIDIA GeForce RTX 3070,20.0%,7296.0,677.0,8192.0,50.0
2024-11-03 00:27:57,3,4,9.012222290039062e-05,0,NVIDIA GeForce GTX 1070,71.0%,7553.0,558.0,8192.0,51.0
2024-11-03 00:27:57,0,4,0.00011587142944335938,0,Tesla P4,94.0%,7012.0,594.0,7680.0,44.0
2024-11-03 00:27:57,2,4,0.00011777877807617188,0,NVIDIA GeForce RTX 3070,59.0%,7296.0,677.0,8192.0,42.0
